Rk,Player,League,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
12,Dele Alli,Premier League,eng ENG,MFFW,Everton,25,1996,11,1,338,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,7,13,21,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,7,2,3,4,0,0,4,0,4,7,2,5,6,13,10,0
13,Miguel Almirón,Premier League,py PAR,MFFW,Newcastle Utd,27,1994,30,19,1716,19.1,1,0,1,1,0,0,2,0,1.7,1.7,0.9,2.6,44,46,85,0.05,0,0.05,0.05,0.05,0.09,0.05,0.14,0.09,0.14,47,29,23,17,7,11,44,25,33,14,1,13,20,67,13,0
14,Marcos Alonso,Premier League,es ESP,DF,Chelsea,30,1990,28,25,2167,24.1,4,4,8,4,0,0,8,0,2.8,2.8,4.5,7.3,51,93,192,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.3,0.12,0.3,41,29,20,12,9,17,36,47.2,19,29,5,24,43,84,53,0
15,Steven Alzate,Premier League,co COL,MF,Brighton,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,3,21,6,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,10,4,4,5,1,4,7,57.1,3,2,1,1,10,20,10,0
16,Daniel Amartey,Premier League,gh GHA,DF,Leicester City,26,1994,28,23,2123,23.6,0,0,0,0,0,0,4,0,0,0,0.2,0.2,14,62,0,0,0,0,0,0,0,0.01,0.01,0,0.01,26,13,19,7,0,19,29,65.5,10,30,22,8,21,47,93,4
17,Joachim Andersen,Premier League,dk DEN,DF,Crystal Palace,25,1996,34,32,2916,32.4,0,3,3,0,0,0,4,0,0.7,0.7,1.7,2.4,14,100,4,0,0.09,0.09,0,0.09,0.02,0.05,0.07,0.02,0.07,30,23,21,9,0,16,27,59.3,11,29,19,10,37,67,125,3
18,Michail Antonio,Premier League,jm JAM,FW,West Ham,31,1990,36,34,2971,33,10,8,18,10,0,1,8,1,10.8,10.2,6,16.2,77,46,246,0.3,0.24,0.55,0.3,0.55,0.33,0.18,0.51,0.31,0.49,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13,0
19,Cameron Archer,Premier League,eng ENG,FWMF,Aston Villa,20,2001,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15,0,0.15,0.15,0.15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
20,Alphonse Areola,Premier League,fr FRA,GK,West Ham,28,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
21,Adam Armstrong,Premier League,eng ENG,FW,Southampton,24,1997,23,17,1413,15.7,2,2,4,2,0,0,1,0,4.5,4.5,1.6,6.2,39,30,105,0.13,0.13,0.25,0.13,0.25,0.29,0.1,0.39,0.29,0.39,10,4,2,2,6,0,6,0,6,13,1,12,3,13,6,0
22,Stuart Armstrong,Premier League,sct SCO,MF,Southampton,29,1992,25,15,1473,16.4,2,0,2,2,0,0,1,0,2.5,2.5,1.5,4,63,83,78,0.12,0,0.12,0.12,0.12,0.15,0.09,0.24,0.15,0.24,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0
23,Kepa Arrizabalaga,Premier League,es ESP,GK,Chelsea,26,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
24,Harrison Ashby,Premier League,sct SCO,DF,West Ham,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
25,Pierre-Emerick Aubameyang,Premier League,ga GAB,FW,Arsenal,32,1989,14,12,1037,11.5,4,1,5,4,0,2,3,0,5.9,4.2,1,5.2,21,26,47,0.35,0.09,0.43,0.35,0.43,0.51,0.09,0.6,0.36,0.45,11,5,6,4,1,3,10,30,7,12,1,11,0,11,4,0
26,Jordan Ayew,Premier League,gh GHA,FW,Crystal Palace,29,1991,31,23,2019,22.4,3,3,6,3,0,0,2,0,3.1,3.1,2.8,5.9,98,51,151,0.13,0.13,0.27,0.13,0.27,0.14,0.12,0.26,0.14,0.26,47,30,20,20,7,17,31,54.8,14,33,3,30,15,62,15,0
27,Luke Ayling,Premier League,eng ENG,DF,Leeds United,29,1991,26,26,2272,25.2,2,2,4,2,0,0,4,1,1.2,1.2,1.8,3.1,45,135,51,0.08,0.08,0.16,0.08,0.16,0.05,0.07,0.12,0.05,0.12,74,42,46,23,5,51,97,52.6,46,46,25,21,28,102,52,1
28,César Azpilicueta,Premier League,es ESP,DF,Chelsea,31,1989,27,24,2070,23,1,2,3,1,0,0,3,0,0.9,0.9,1.8,2.6,49,138,132,0.04,0.09,0.13,0.04,0.13,0.04,0.08,0.11,0.04,0.11,51,28,18,27,6,16,35,45.7,19,32,9,23,23,74,65,1
29,Daniel Bachmann,Premier League,at AUT,GK,Watford,27,1994,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
30,Leon Bailey,Premier League,jm JAM,FWMF,Aston Villa,23,1997,18,7,761,8.5,1,2,3,1,0,0,3,0,1.5,1.5,0.8,2.3,34,24,61,0.12,0.24,0.35,0.12,0.35,0.18,0.09,0.27,0.18,0.27,17,11,6,8,3,6,13,46.2,7,10,1,9,1,18,2,0
31,Eric Bailly,Premier League,ci CIV,DF,Manchester Utd,27,1994,4,3,217,2.4,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,1,3,4,75,1,4,2,2,3,8,11,0
32,Folarin Balogun,Premier League,eng ENG,FW,Arsenal,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,4,0,0,0,0,0,0.29,0,0.29,0.29,0.29,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0
33,Patrick Bamford,Premier League,eng ENG,FW,Leeds United,27,1993,9,7,559,6.2,2,2,4,2,0,0,2,0,3,3,1.1,4,8,12,24,0.32,0.32,0.64,0.32,0.64,0.48,0.17,0.65,0.48,0.65,1,0,0,1,0,0,3,0,3,8,2,6,2,3,8,0
34,Shandon Baptiste,Premier League,gd GRN,MF,Brentford,23,1998,22,9,910,10.1,1,0,1,1,0,0,2,1,0.7,0.7,0.5,1.3,14,35,29,0.1,0,0.1,0.1,0.1,0.07,0.05,0.12,0.07,0.12,14,4,9,4,1,6,15,40,9,10,0,10,11,25,12,0
35,Ross Barkley,Premier League,eng ENG,MFFW,Chelsea,27,1993,6,1,179,2,1,0,1,1,0,0,0,0,1,1,0.5,1.5,14,14,17,0.5,0,0.5,0.5,0.5,0.49,0.24,0.73,0.49,0.73,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
36,Ashley Barnes,Premier League,eng ENG,FW,Burnley,31,1989,23,8,808,9,1,0,1,0,1,1,4,0,2.1,1.4,0.9,2.2,5,17,47,0.11,0,0.11,0,0,0.24,0.1,0.33,0.15,0.25,11,2,2,7,2,2,9,22.2,7,8,1,7,2,13,5,0
37,Harvey Barnes,Premier League,eng ENG,FWMF,Leicester City,23,1997,32,24,2101,23.3,6,10,16,6,0,0,2,0,5.6,5.6,4.6,10.2,107,59,237,0.26,0.43,0.69,0.26,0.69,0.24,0.2,0.44,0.24,0.44,31,16,9,11,11,7,23,30.4,16,24,1,23,5,36,7,0
38,Lewis Bate,Premier League,eng ENG,MF,Leeds United,18,2002,3,1,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,1,0,0,0,1,0,8,0,8,1,0,1,1,2,1,0
39,Mads Bech Sørensen,Premier League,dk DEN,DF,Brentford,22,1999,11,9,835,9.3,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,9,20,4,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,8,7,6,2,0,6,7,85.7,1,9,6,3,6,14,25,0
40,Jan Bednarek,Premier League,pl POL,DF,Southampton,25,1996,31,30,2629,29.2,4,0,4,4,0,0,10,0,2.2,2.2,0.4,2.6,0,61,5,0.14,0,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09,32,15,18,13,1,19,33,57.6,14,48,27,21,72,104,141,0
41,Donny van de Beek,Premier League,nl NED,MF,Manchester Utd,24,1997,8,0,75,0.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,0,4,4,1.2,0,1.2,1.2,1.2,0.57,0.47,1.04,0.57,1.04,6,4,4,1,1,1,2,50,1,5,1,4,2,8,1,0
42,Donny van de Beek,Premier League,nl NED,MF,Everton,24,1997,7,5,483,5.4,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.1,3,20,10,0.19,0,0.19,0.19,0.19,0.2,0.01,0.21,0.2,0.21,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0
43,Asmir Begović,Premier League,ba BIH,GK,Everton,34,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
44,Saïd Benrahma,Premier League,dz ALG,FWMF,West Ham,25,1995,32,26,2168,24.1,8,6,14,8,0,0,0,0,4.8,4.8,3.7,8.5,73,73,222,0.33,0.25,0.58,0.33,0.58,0.2,0.15,0.35,0.2,0.35,28,17,16,9,3,15,38,39.5,23,17,1,16,9,37,8,0
45,Rodrigo Bentancur,Premier League,uy URU,MF,Tottenham,24,1997,17,16,1361,15.1,0,4,4,0,0,0,5,0,0.8,0.8,2.6,3.4,20,76,11,0,0.26,0.26,0,0.26,0.05,0.17,0.23,0.05,0.23,36,18,14,14,8,16,32,50,16,24,9,15,20,56,35,0
46,Christian Benteke,Premier League,be BEL,FW,Crystal Palace,30,1990,25,11,1145,12.7,4,1,5,4,0,0,3,0,4.9,4.9,1.3,6.2,15,24,79,0.31,0.08,0.39,0.31,0.39,0.38,0.1,0.49,0.38,0.49,3,2,1,2,0,2,6,33.3,4,7,3,4,2,5,33,0
47,Jóhann Berg Guðmundsson,Premier League,is ISL,MF,Burnley,30,1990,18,13,1102,12.2,0,1,1,0,0,0,2,0,1.6,1.6,0.5,2,27,16,75,0,0.08,0.08,0,0.08,0.13,0.04,0.17,0.13,0.17,16,6,7,7,2,5,20,25,15,11,2,9,12,28,22,0
48,Steven Bergwijn,Premier League,nl NED,FWMF,Tottenham,23,1997,25,4,565,6.3,3,1,4,3,0,0,1,0,2.5,2.5,0.9,3.5,26,17,53,0.48,0.16,0.64,0.48,0.64,0.4,0.15,0.55,0.4,0.55,3,2,2,1,0,1,10,10,9,3,0,3,1,4,8,0
49,Ryan Bertrand,Premier League,eng ENG,DF,Leicester City,31,1989,4,4,337,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,17,8,0,0,0,0,0,0,0,0,0,0,8,5,3,4,1,2,5,40,3,8,3,5,1,9,7,0
50,Mads Bidstrup,Premier League,dk DEN,MF,Brentford,20,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,0,0,1,2,2,0
51,Yves Bissouma,Premier League,ml MLI,MF,Brighton,24,1996,26,25,2111,23.5,1,2,3,1,0,0,10,0,0.9,0.9,0.8,1.7,40,92,16,0.04,0.09,0.13,0.04,0.13,0.04,0.03,0.07,0.04,0.07,76,49,35,37,4,21,37,56.8,16,33,3,30,50,126,49,0
52,Willy Boly,Premier League,ci CIV,DF,Wolves,30,1991,10,10,900,10,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,6,20,0,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,25,19,18,7,0,8,15,53.3,7,14,6,8,14,39,35,0
53,Jarrod Bowen,Premier League,eng ENG,FW,West Ham,24,1996,36,34,2983,33.1,12,10,22,12,0,0,6,0,11.9,11.9,6.1,18,74,66,204,0.36,0.3,0.66,0.36,0.66,0.36,0.18,0.54,0.36,0.54,36,20,20,11,5,17,44,38.6,27,29,2,27,21,57,14,0
54,Jarrad Branthwaite,Premier League,eng ENG,DF,Everton,19,2002,6,4,388,4.3,1,0,1,1,0,0,0,1,0.5,0.5,0,0.5,1,12,0,0.23,0,0.23,0.23,0.23,0.12,0,0.12,0.12,0.12,4,1,3,1,0,3,8,37.5,5,3,2,1,1,5,20,0
55,Armando Broja,Premier League,al ALB,FW,Southampton,19,2001,32,21,1975,21.9,6,0,6,6,0,0,2,0,5.9,5.9,1,6.9,56,29,114,0.27,0,0.27,0.27,0.27,0.27,0.05,0.32,0.27,0.32,12,5,2,7,3,2,9,22.2,7,17,1,16,3,15,11,0
56,Josh Brownhill,Premier League,eng ENG,MF,Burnley,25,1995,35,32,2955,32.8,2,3,5,2,0,0,10,0,1.4,1.4,2.6,3.9,18,106,37,0.06,0.09,0.15,0.06,0.15,0.04,0.08,0.12,0.04,0.12,73,37,25,42,6,21,53,39.6,32,37,12,25,68,141,42,1
57,Lewis Brunt,Premier League,eng ENG,MF,Leicester City,20,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
58,Bryan,Premier League,es ESP,FWMF,Tottenham,20,2001,9,0,94,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,7,17,0,0,0,0,0,0.06,0.11,0.17,0.06,0.17,3,0,1,0,2,1,2,50,1,2,0,2,0,3,0,0
59,Emi Buendía,Premier League,ar ARG,MFFW,Aston Villa,24,1996,35,22,1899,21.1,4,6,10,4,0,0,1,0,3.4,3.4,5.8,9.1,40,117,84,0.19,0.28,0.47,0.19,0.47,0.16,0.27,0.43,0.16,0.43,38,18,16,13,9,21,51,41.2,30,21,3,18,9,47,11,0
60,Dan Burn,Premier League,eng ENG,DF,Newcastle Utd,29,1992,16,16,1440,16,0,1,1,0,0,0,4,0,0.7,0.7,0.4,1.1,6,31,2,0,0.06,0.06,0,0.06,0.04,0.03,0.07,0.04,0.07,16,11,11,4,1,7,11,63.6,4,22,14,8,20,36,101,0
61,Dan Burn,Premier League,eng ENG,DF,Brighton,29,1992,13,12,1022,11.4,1,0,1,1,0,0,4,0,1.6,1.5,0.5,2,9,50,3,0.09,0,0.09,0.09,0.09,0.14,0.04,0.18,0.13,0.17,22,12,13,8,1,6,15,40,9,14,10,4,24,46,51,0
62,Jack Butland,Premier League,eng ENG,GK,Crystal Palace,28,1993,9,8,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
63,Sam Byram,Premier League,eng ENG,DF,Norwich City,27,1993,15,11,1027,11.4,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.9,11,23,16,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,24,15,17,6,1,19,27,70.4,8,21,11,10,22,46,48,0
64,Willy Caballero,Premier League,ar ARG,GK,Southampton,39,1981,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
65,Moisés Caicedo,Premier League,ec ECU,MF,Brighton,19,2001,8,8,660,7.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,9,22,8,0.14,0.14,0.27,0.14,0.27,0.11,0.04,0.16,0.11,0.16,16,10,7,7,2,5,12,41.7,7,18,4,14,10,26,7,0
66,Dominic Calvert-Lewin,Premier League,eng ENG,FW,Everton,24,1997,17,15,1283,14.3,5,2,7,3,2,3,2,0,6.5,4.2,1.6,5.7,9,17,50,0.35,0.14,0.49,0.21,0.35,0.46,0.11,0.57,0.29,0.4,11,8,1,6,4,3,8,37.5,5,5,2,3,3,14,12,0
67,Chem Campbell,Premier League,wls WAL,MF,Wolves,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
68,João Pedro Cavaco Cancelo,Premier League,pt POR,DF,Manchester City,27,1994,36,36,3227,35.9,1,7,8,1,0,0,7,0,4,4,5.4,9.3,125,357,270,0.03,0.2,0.22,0.03,0.22,0.11,0.15,0.26,0.11,0.26,83,54,33,35,15,46,91,50.5,45,25,3,22,59,142,45,1
69,Sergi Canós,Premier League,es ESP,DFFW,Brentford,24,1997,31,25,2083,23.1,3,2,5,3,0,0,8,1,3,3,1.7,4.6,52,59,100,0.13,0.09,0.22,0.13,0.22,0.13,0.07,0.2,0.13,0.2,56,25,32,15,9,33,60,55,27,32,3,29,22,78,38,0
70,Todd Cantwell,Premier League,eng ENG,FWMF,Norwich City,23,1998,8,5,441,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,2,10,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,15,13,8,6,1,6,17,35.3,11,2,0,2,3,18,2,0
71,Matty Cash,Premier League,pl POL,DF,Aston Villa,23,1997,38,38,3377,37.5,4,3,7,4,0,0,8,0,2.7,2.7,2.8,5.4,89,96,174,0.11,0.08,0.19,0.11,0.19,0.07,0.07,0.14,0.07,0.14,89,50,52,34,3,47,78,60.3,31,54,16,38,49,138,100,2
72,Timothy Castagne,Premier League,be BEL,DF,Leicester City,25,1995,27,22,2127,23.6,1,0,1,1,0,0,1,0,0.7,0.7,1.5,2.2,32,72,115,0.04,0,0.04,0.04,0.04,0.03,0.06,0.09,0.03,0.09,67,31,38,22,7,27,43,62.8,16,28,9,19,29,96,54,1
73,Jonny Castro,Premier League,es ESP,DF,Wolves,27,1994,13,10,1024,11.4,2,0,2,2,0,0,1,0,1,1,1.3,2.3,25,35,56,0.18,0,0.18,0.18,0.18,0.09,0.12,0.21,0.09,0.21,25,15,13,11,1,11,20,55,9,14,3,11,13,38,11,0
74,Craig Cathcart,Premier League,nir NIR,DF,Watford,32,1989,31,27,2396,26.6,0,1,1,0,0,0,3,0,0.2,0.2,1.2,1.4,6,52,0,0,0.04,0.04,0,0.04,0.01,0.05,0.05,0.01,0.05,32,15,25,6,1,16,30,53.3,14,39,29,10,28,60,132,3
75,Edinson Cavani,Premier League,uy URU,FW,Manchester Utd,34,1987,15,7,766,8.5,2,1,3,2,0,0,0,0,3.4,3.4,1.2,4.7,2,9,32,0.23,0.12,0.35,0.23,0.35,0.4,0.14,0.55,0.4,0.55,4,1,0,3,1,2,8,25,6,6,0,6,2,6,8,0
76,Kayky Chagas,Premier League,br BRA,FW,Manchester City,18,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
77,Trevoh Chalobah,Premier League,eng ENG,DF,Chelsea,22,1999,20,17,1449,16.1,3,1,4,3,0,0,2,0,1.1,1.1,0.3,1.4,24,88,14,0.19,0.06,0.25,0.19,0.25,0.07,0.02,0.09,0.07,0.09,40,27,22,18,0,24,31,77.4,7,16,6,10,19,59,43,2
78,Calum Chambers,Premier League,eng ENG,DF,Arsenal,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,5,0,0,0,0,0,0.04,0.05,0.08,0.04,0.08,5,3,3,1,1,3,4,75,1,6,3,3,0,5,10,0
79,Calum Chambers,Premier League,eng ENG,DF,Aston Villa,26,1995,11,9,831,9.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,3,31,1,0.11,0,0.11,0.11,0.11,0.02,0.01,0.03,0.02,0.03,16,8,10,6,0,4,6,66.7,2,14,8,6,5,21,42,0
80,Daniel Chesters,Premier League,eng ENG,MF,West Ham,19,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
81,Ben Chilwell,Premier League,eng ENG,DF,Chelsea,24,1996,7,6,542,6,3,1,4,3,0,0,0,0,0.9,0.9,0.8,1.7,14,18,46,0.5,0.17,0.66,0.5,0.66,0.15,0.13,0.28,0.15,0.28,8,3,2,6,0,2,5,40,3,7,0,7,4,12,14,1
82,Chiquinho,Premier League,pt POR,DFFW,Wolves,21,2000,8,1,208,2.3,0,3,3,0,0,0,0,0,0.6,0.6,0.7,1.3,10,7,35,0,1.3,1.3,0,1.3,0.26,0.3,0.56,0.26,0.56,9,6,4,5,0,4,5,80,1,5,0,5,2,11,1,0
83,Hamza Choudhury,Premier League,eng ENG,DFMF,Leicester City,23,1997,6,4,285,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,9,3,4,4,1,3,5,60,2,0,0,0,12,21,10,0
84,Andreas Christensen,Premier League,dk DEN,DF,Chelsea,25,1996,19,17,1496,16.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,14,81,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,14,8,9,4,1,4,7,57.1,3,14,6,8,29,43,57,1
85,Carney Chukwuemeka,Premier League,eng ENG,MFFW,Aston Villa,17,2003,12,2,301,3.3,0,1,1,0,0,0,0,0,0.6,0.6,1,1.6,9,7,14,0,0.3,0.3,0,0.3,0.19,0.28,0.47,0.19,0.47,7,1,2,5,0,3,5,60,2,3,0,3,1,8,2,1
86,Ciaran Clark,Premier League,ie IRL,DF,Newcastle Utd,31,1989,13,12,1014,11.3,0,1,1,0,0,0,2,1,1.1,1.1,0.3,1.4,2,17,6,0,0.09,0.09,0,0.09,0.1,0.03,0.12,0.1,0.12,13,10,4,7,2,9,14,64.3,5,14,11,3,13,26,43,1
87,Tom Cleverley,Premier League,eng ENG,MF,Watford,31,1989,28,20,1616,18,0,2,2,0,0,0,2,0,0.7,0.7,2.1,2.8,8,64,40,0,0.11,0.11,0,0.11,0.04,0.12,0.15,0.04,0.15,37,20,19,17,1,18,33,54.5,15,23,6,17,18,55,19,3
88,Nathaniel Clyne,Premier League,eng ENG,DF,Crystal Palace,30,1991,16,15,1351,15,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,14,36,25,0,0.07,0.07,0,0.07,0.01,0.03,0.04,0.01,0.04,21,10,11,9,1,10,20,50,10,7,2,5,15,36,32,0
89,Conor Coady,Premier League,eng ENG,DF,Wolves,28,1993,38,38,3361,37.3,4,0,4,4,0,0,4,0,2.8,2.8,0.1,2.8,6,35,3,0.11,0,0.11,0.11,0.11,0.07,0,0.08,0.07,0.08,31,14,23,7,1,16,28,57.1,12,46,40,6,28,59,140,0
90,Séamus Coleman,Premier League,ie IRL,DF,Everton,32,1988,30,30,2656,29.5,1,0,1,1,0,0,4,0,1.2,1.2,0.8,2,40,96,77,0.03,0,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,61,36,35,16,10,33,51,64.7,18,30,11,19,32,93,80,2
91,Nathan Collins,Premier League,ie IRL,DF,Burnley,20,2001,19,18,1670,18.6,2,0,2,2,0,0,2,1,1.5,1.5,1.5,3,7,44,8,0.11,0,0.11,0.11,0.11,0.08,0.08,0.16,0.08,0.16,37,15,27,8,2,17,27,63,10,38,25,13,24,61,83,2
92,Aaron Connolly,Premier League,ie IRL,FWMF,Brighton,21,2000,4,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,1,7,0,0,0,0,0,0.21,0.06,0.26,0.21,0.26,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0
93,Liam Cooper,Premier League,sct SCO,DF,Leeds United,29,1991,21,21,1814,20.2,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,46,2,0,0.05,0.05,0,0.05,0.02,0.01,0.02,0.02,0.02,41,23,27,13,1,23,33,69.7,10,29,18,11,43,84,72,2
94,Jack Cork,Premier League,eng ENG,MF,Burnley,32,1989,20,20,1670,18.6,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1,12,46,12,0.05,0,0.05,0.05,0.05,0.04,0.02,0.05,0.04,0.05,20,6,6,11,3,7,20,35,13,17,4,13,17,37,29,1
95,Maxwel Cornet,Premier League,ci CIV,FWMF,Burnley,24,1996,26,21,1766,19.6,9,1,10,9,0,1,2,0,6.7,5.9,1.7,7.7,28,30,125,0.46,0.05,0.51,0.46,0.51,0.34,0.09,0.43,0.3,0.39,16,9,7,5,4,7,15,46.7,8,13,4,9,10,26,14,0
96,Hélder Costa,Premier League,ao ANG,MF,Leeds United,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
97,Vladimír Coufal,Premier League,cz CZE,DF,West Ham,28,1992,28,25,2209,24.5,0,4,4,0,0,0,5,1,0.8,0.8,2.1,2.9,51,113,119,0,0.16,0.16,0,0.16,0.03,0.08,0.12,0.03,0.12,45,25,24,14,7,18,36,50,18,31,9,22,22,67,64,1
98,Philippe Coutinho,Premier League,br BRA,MFFW,Aston Villa,29,1992,19,16,1329,14.8,5,3,8,5,0,0,0,0,3.8,3.8,2.9,6.7,48,94,62,0.34,0.2,0.54,0.34,0.54,0.25,0.2,0.45,0.25,0.45,17,12,4,11,2,6,21,28.6,15,11,1,10,7,24,4,0
99,Aaron Cresswell,Premier League,eng ENG,DF,West Ham,31,1989,31,31,2726,30.3,2,3,5,2,0,0,3,0,1.1,1.1,3.2,4.2,54,186,99,0.07,0.1,0.17,0.07,0.17,0.04,0.1,0.14,0.04,0.14,28,18,18,6,4,13,25,52,12,31,18,13,35,63,66,0
100,Charlie Cresswell,Premier League,eng ENG,DF,Leeds United,18,2002,5,1,141,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,4,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,5,2,1,4,0,3,3,100,0,1,1,0,2,7,6,0
101,Cucho,Premier League,co COL,FWMF,Watford,22,1999,25,11,1147,12.7,5,2,7,5,0,0,3,0,2.5,2.5,1.9,4.3,22,39,85,0.39,0.16,0.55,0.39,0.55,0.19,0.15,0.34,0.19,0.34,13,5,5,5,3,5,27,18.5,22,13,1,12,5,18,9,0
102,Marc Cucurella,Premier League,es ESP,DF,Brighton,23,1998,35,35,3089,34.3,1,1,2,1,0,0,6,0,0.7,0.7,2.7,3.4,104,191,208,0.03,0.03,0.06,0.03,0.06,0.02,0.08,0.1,0.02,0.1,93,62,43,32,18,44,71,62,27,42,14,28,30,123,74,0
103,Luke Cundle,Premier League,eng ENG,MF,Wolves,19,2002,4,2,180,2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,9,3,0,0,0,0,0,0,0.12,0.12,0,0.12,4,3,0,4,0,1,1,100,0,0,0,0,1,5,1,0
